,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI,BB_Middle,BB_Upper,BB_Lower,Volume_SMA
2018-02-09,8332.508391883563,8506.167277463614,8219.522049106654,8332.508391883563,8332.508391883563,5700671,8999.49641124383,,8780.198958596646,9098.002583461202,-317.8036248645567,-280.6898443149933,29.293218745406847,8999.49641124383,9704.36720628735,8294.62561620031,5598752.55
2018-02-10,8455.57397138231,8601.406972384813,8439.01920297049,8455.57397138231,8455.57397138231,1018510,8943.449881338787,,8730.203643585188,9048.29675509406,-318.0931115088715,-288.17129331788607,36.77952020652286,8943.449881338787,9633.238928377968,8253.660834299606,5275755.85
2018-02-11,8484.554314941317,8508.942955851791,8396.122215944246,8484.554314941317,8484.554314941317,4460054,8891.014516384985,,8692.377502915737,9004.822378411494,-312.4448754957575,-293.0264227821968,35.53225942662887,8891.014516384985,9550.808794629422,8231.220238140548,5278311.6
2018-02-12,8464.929832274263,8489.252022419822,8416.644080200836,8464.929832274263,8464.929832274263,7982660,8836.954163256214,,8657.358969651394,8963.313571322538,-305.9546016711447,-295.6122345412155,37.2314555660426,8836.954163256214,9445.960725709805,8227.947600802623,5400583.15
2018-02-13,8413.953399166227,8417.782778276787,8386.066918036384,8413.953399166227,8413.953399166227,1936232,8793.945829698325,,8619.887889319092,8921.195187189733,-301.30729787064047,-296.75130922422517,37.255097944282525,8793.945829698325,9394.391979313157,8193.499680083492,5199793.05
2018-02-14,8165.149096634346,8199.788625778392,8122.799185662652,8165.149096634346,8165.149096634346,5948587,8743.545951765296,,8549.890029433369,8863.38056349576,-313.4905340623918,-300.0993000174242,34.61759675976981,8743.545951765296,9378.216709304004,8108.875194226588,5324295.05
2018-02-15,8047.596390876515,8093.454245043484,7978.934174130044,8047.596390876515,8047.596390876515,2968487,8686.250929361582,,8472.578528997792,8801.146875244514,-328.5683462467223,-305.7933076704929,20.506734824482365,8686.250929361582,9355.825611070652,8016.676247652514,5007412.65
2018-02-16,7973.455692663039,7999.728925697407,7971.109057475542,7973.455692663039,7973.455692663039,6475260,8635.830527862881,,8395.760506486678,8738.144254618823,-342.3837481321443,-313.1115997670323,19.719566642653433,8635.830527862881,9361.221819221333,7910.43923650443,4849173.15
2018-02-17,8142.0340373127565,8265.56283610092,8099.968670672764,8142.0340373127565,8142.0340373127565,2419702,8590.46457519502,,8356.712807371261,8692.86180942908,-336.1490020578185,-317.7191829777287,29.121465927462467,8590.46457519502,9320.437489962706,7860.491660427334,4749123.75
2018-02-18,8197.989073502948,8259.521471644372,8117.540080451796,8197.989073502948,8197.989073502948,8793994,8553.33176592166,,8332.286965784844,8655.340570916693,-323.0536051318486,-318.7860864427466,25.455639646482226,8553.33176592166,9283.857281891917,7822.806249951402,5072820.7
2018-02-19,7908.921394906735,7941.83788323911,7797.815527069178,7908.921394906735,7908.921394906735,1052748,8504.35350305965,9365.555003205853,8267.138441741421,8598.845721996608,-331.70728025518656,-321.37036208924906,24.50641921316668,8504.35350305965,9270.736571889562,7737.97043422974,5059600.5
2018-02-20,7960.184487692592,8050.140091919053,7951.650536128702,7960.184487692592,7960.184487692592,5097304,8463.286656028244,9322.77183634766,8219.905334082334,8550.584719582635,-330.6793855003016,-323.2321880297538,25.096699570800467,8463.286656028244,9254.747321525369,7671.825990531119,5019825.1
2018-02-21,7898.877967791486,7934.423934283946,7873.6926832662075,7898.877967791486,7898.877967791486,1028669,8402.888662433304,9279.321090522948,8170.5081703948645,8501.41127862913,-330.90310823426535,-324.7663860846121,29.740093974463818,8402.888662433304,9171.604353857292,7634.172971009317,4641434.7
2018-02-22,7791.939482308885,7889.895788489137,7743.128071735074,7791.939482308885,7791.939482308885,2969387,8337.26666160121,9231.122318898295,8112.2585140596975,8447.953005372623,-335.6944913129255,-326.95202310183515,32.22831409486389,8337.26666160121,9077.385099457362,7597.148223745058,4736208.25
2018-02-23,7887.262374817112,7929.4856577145365,7880.95978549596,7887.262374817112,7887.262374817112,4949905,8286.040607091929,9178.614899170925,8077.6395395370755,8405.759114405057,-328.1195748679811,-327.1855348201754,35.07465126414979,8286.040607091929,9000.092766808584,7571.988447375273,4492966.05
2018-02-24,8049.897649661845,8078.75279904923,8033.389294748761,8049.897649661845,8049.897649661845,7986249,8235.615974177981,9130.344812371948,8073.371119983208,8379.01086554646,-305.6397455632514,-322.8763568156043,36.75252899872867,8235.615974177981,8856.3576996261,7614.874248729863,4538752.65
2018-02-25,8199.83184250285,8259.76902795374,8066.7172048871,8199.83184250285,8199.83184250285,7317197,8203.746929192492,9086.053357070266,8092.828299369437,8365.55758719901,-272.72928782957206,-312.84690549376546,41.38301409425953,8203.746929192492,8756.123705322645,7651.3701530623375,4624681.75
2018-02-26,8062.202991108702,8123.308189163511,7909.95337167792,8062.202991108702,8062.202991108702,2201934,8163.150669614135,9032.430700251829,8088.116368489694,8342.803802640066,-254.6874341503726,-301.2149764089161,38.62420723854779,8163.150669614135,8618.986056312131,7707.31528291614,4654328.3
2018-02-27,8012.344332279192,8067.269572735485,7999.184698900255,8012.344332279192,8012.344332279192,9392207,8137.451840969373,8974.512946647019,8076.458409905831,8318.04006499737,-241.5816550915397,-289.2882835866852,38.64861281748012,8137.451840969373,8564.097104538465,7710.80657740028,4957252.25
2018-02-28,8065.428265821145,8214.5264851863,8009.164889136721,8065.428265821145,8065.428265821145,6008029,8125.731749476392,8919.705325923334,8074.76137570071,8299.126347628375,-224.36497192766456,-276.3035963811621,46.83077090448091,8125.731749476392,8546.43237969877,7705.031119254014,4785389.3
2018-03-01,8222.79205067868,8237.228308833048,8154.041971283473,8222.79205067868,8222.79205067868,3600017,8120.245932416146,8865.69986075045,8097.536335921127,8293.415556319254,-195.87922039812747,-260.21869653451785,55.430478877028406,8120.245932416146,8532.3675508297,7708.124314002594,4680356.6
2018-03-02,8143.989048401794,8198.44422247289,8118.904755697221,8143.989048401794,8143.989048401794,9306411,8104.666686267121,8812.143112221664,8104.683175311867,8282.24477704043,-177.5616017285638,-243.68725730584154,55.270728987027354,8104.666686267121,8485.807541113381,7723.52583142086,5094751.65
2018-03-03,8113.748954948042,8121.705908912526,8008.039401562958,8113.748954948042,8113.748954948042,3362351,8086.126418267459,8759.997580454721,8106.077954936482,8269.657025127111,-163.57907019062986,-227.6656041688075,49.044036307505394,8086.126418267459,8422.959256643804,7749.293579891114,5039866.5
2018-03-04,7934.218470164765,8037.035768430993,7898.350420243891,7934.218470164765,7934.218470164765,1645452,8059.590850161982,8703.223805514528,8079.637323676674,8244.613388370046,-164.97606469337188,-215.12768643599722,41.7724767040332,8059.590850161982,8351.379881928397,7767.801818395569,4723006.1
2018-03-05,7744.399176346479,7800.068425851761,7716.831122287295,7744.399176346479,7744.399176346479,2655443,8026.113139020995,8650.898280920426,8028.061051332523,8207.289548240718,-179.22849690819567,-207.94784402357678,44.52952405133681,8026.113139020995,8299.79248184554,7752.433796196449,4758966.65
2018-03-06,7870.249662540676,7928.8834406633105,7867.952297003192,7870.249662540676,7870.249662540676,6347697,8011.368167316313,8608.238291556123,8003.781909001393,8182.154690847966,-178.37278184657316,-202.0328286178438,47.15092453819046,8011.368167316313,8285.283620946111,7737.4527136865145,4778922.15
2018-03-07,8083.728615084349,8099.467416123329,8027.306288684865,8083.728615084349,8083.728615084349,6728790,8013.174778526704,8572.097762137935,8016.081602484657,8174.818212114354,-158.73660962969643,-193.37358134149588,55.3409964678764,8013.174778526704,8288.568939336774,7737.780617716636,4966937.3
2018-03-08,8072.0864094764565,8077.267734597322,7972.594690523126,8072.0864094764565,8072.0864094764565,2390688,8018.106314367375,8539.731454429473,8024.697845329729,8167.164343799406,-142.4664984696774,-183.19216149495,58.566177817379646,8018.106314367375,8294.037582183606,7742.175046551142,4762708.7
2018-03-09,8234.098494807191,8241.653484748102,8177.736771519722,8234.098494807191,8234.098494807191,8967090,8022.709537242095,8509.387315261296,8056.913705377194,8172.1490254099135,-115.23532003271976,-169.6007897080252,60.18978585420022,8022.709537242095,8310.176351778544,7735.242722705648,5090078.1
2018-03-10,8293.653427797446,8314.573372081977,8255.724536882943,8293.653427797446,8293.653427797446,9909923,8027.492754956821,8483.776042800635,8093.33556035872,8181.1940373619855,-87.85847700326576,-153.2523238043889,57.62308081081958,8027.492754956821,8330.028232649169,7724.957277264473,5145874.55
2018-03-11,8186.645434515033,8196.160694167358,8014.871481963038,8186.645434515033,8186.645434515033,2467836,8041.378956937236,8461.433291345636,8107.691045417497,8181.599700235479,-73.9086548179821,-137.38358739589975,49.576238128668486,8041.378956937236,8346.4830887296,7736.274825144873,5216628.95
2018-03-12,8245.817788192819,8263.522646044288,8234.43177047895,8245.817788192819,8245.817788192819,4298771,8055.660621962248,8434.819555719827,8128.941463598564,8186.376829575182,-57.435365976617504,-121.39394100716044,56.21404249249134,8055.660621962248,8371.319964707476,7740.001279217019,5176702.3
2018-03-13,8499.46517376594,8633.59676846935,8449.221765293445,8499.46517376594,8499.46517376594,2828918,8085.68998226097,8414.1436269148,8185.9454519264755,8209.659871081913,-23.7144191554371,-101.85803457944469,64.48723580687735,8085.68998226097,8449.193497946568,7722.186466575373,5266714.75
2018-03-14,8493.37513033136,8577.073068851332,8484.28964211385,8493.37513033136,8493.37513033136,8978503,8120.761764662095,8393.088391624433,8233.242564658254,8230.752410204856,2.4901544533986453,-80.98839501461237,63.09336172497751,8120.761764662095,8499.94580647022,7741.577722853971,5567170.55
2018-03-15,8759.157240613788,8835.287858034608,8589.032894970189,8759.157240613788,8759.157240613788,8338298,8164.356507951928,8382.789135030229,8314.152860947357,8270.02555857327,44.12730237408687,-55.96525385031614,65.38951905661757,8164.356507951928,8622.72302166103,7705.9899942428265,5736590.2
2018-03-16,8300.222054672784,8338.032846879569,8155.1987765273125,8300.222054672784,8300.222054672784,3170972,8176.872728202475,8365.330643017785,8312.009652223776,8272.269321526974,39.74033069680263,-36.824135908805346,53.67994358302949,8176.872728202475,8635.750040181729,7717.99541622322,5495826.35
2018-03-17,8436.661520544905,8511.683759325018,8428.678663278948,8436.661520544905,8436.661520544905,3730502,8188.714212104576,8350.19393664967,8331.186921475006,8284.48172575753,46.70519571747536,-20.11826886292636,57.24356053893884,8188.714212104576,8662.080326396988,7715.348097812164,5316491.6
2018-03-18,8451.349253566528,8532.085040164471,8313.968850019686,8451.349253566528,8451.349253566528,6981441,8208.171525227468,8339.583647268257,8349.673482017623,8296.875363687675,52.7981183299471,-5.534990921101244,62.52666333323352,8208.171525227468,8691.5279604632,7724.815089991737,5555466.95
2018-03-19,8400.808942603117,8474.403959891348,8190.23665395272,8400.808942603117,8400.808942603117,9940372,8227.594755743665,8326.612764306921,8357.540493206578,8304.593221401577,52.94727180500013,6.161461947022831,67.05101051992852,8227.594755743665,8709.034374070434,7746.155137416895,5582875.2
2018-03-20,8416.226237645109,8540.16953345177,8391.19115828357,8416.226237645109,8416.226237645109,7813573,8245.134654334863,8316.12438388042,8366.569086028,8312.88129977791,53.68778625008963,15.66672701756556,65.04558398625585,8245.134654334863,8727.258335476456,7763.010973193269,5673152.4
2018-03-21,8081.669644681273,8130.481363589984,8070.395893635025,8081.669644681273,8081.669644681273,2168931,8238.078534034992,8299.988043731108,8322.738333922163,8295.71814441432,27.020189507842588,17.93741955574063,49.94680998135308,8238.078534034992,8725.678726033877,7750.478342036107,5601598.1
2018-03-22,8046.163332126747,8064.6331918637425,8023.244886885781,8046.163332126747,8046.163332126747,4215775,8233.18724822124,8285.280881807228,8280.188277113717,8277.196264776556,2.9920123371612135,14.948338069774746,49.338477556753595,8233.18724822124,8726.688460133779,7739.686036308702,5347066.3
2018-03-23,8103.6310536935325,8236.488801408332,8095.025476435883,8103.6310536935325,8103.6310536935325,6246761,8232.681353158514,8265.216746087293,8253.02559682036,8264.316184912152,-11.290588091791506,9.700552778120478,46.48298849843219,8232.681353158514,8726.718545941263,7738.644160375764,5491286.8
2018-03-24,8343.157215194253,8375.901696597122,8084.661222412214,8343.157215194253,8343.157215194253,3637108,8253.12829040999,8249.992300412163,8266.89201283754,8270.166100840115,-3.274088002575809,7.105624598506835,51.21644277310286,8253.12829040999,8728.657653277458,7777.598927542521,5590869.6
2018-03-25,8256.67701697405,8338.960625279004,8235.360329688669,8256.67701697405,8256.67701697405,7523245,8278.742182441367,8236.890171451589,8265.32047374745,8269.16535085893,-3.8448771114799456,4.915524240659711,51.7384044117067,8278.742182441367,8689.696062213243,7867.78830266949,5834259.7
2018-03-26,8123.167605986476,8161.061807515365,8081.729349123164,8123.167605986476,8123.167605986476,5942422,8291.388079613658,8218.185717412502,8243.450786889382,8258.335085289422,-14.88429840004028,0.9555596895930858,47.06379851155421,8291.388079613658,8663.107730451804,7919.6684287755115,5813995.95
2018-03-27,8041.650474736047,8093.155621227403,7989.430825636798,8041.650474736047,8041.650474736047,7945098,8289.284172596243,8202.27447206297,8212.404567127947,8242.262913303604,-29.85834617565706,-5.207221512000994,38.05569298220164,8289.284172596243,8666.389912054305,7912.1784331381805,5874811.35
2018-03-28,8188.877352223912,8204.47741792625,8164.701118750024,8188.877352223912,8188.877352223912,3023106,8295.123719733614,8188.569455453931,8208.784993839232,8238.303532208865,-29.51853836963346,-10.06948490154386,42.600629692840634,8295.123719733614,8661.533373719181,7928.714065748047,5906432.25
2018-03-29,8242.719402552126,8269.430514092677,8223.082469194904,8242.719402552126,8242.719402552126,7613002,8295.554765120864,8182.897425401486,8214.005674256867,8238.631008593386,-24.62533433651879,-12.98065479716836,36.009342151466626,8295.554765120864,8661.682319084774,7929.4272111569535,5838727.85
2018-03-30,8155.386108346315,8248.98477251803,8121.906741033581,8155.386108346315,8155.386108346315,1366074,8288.641399148306,8180.008545654797,8204.987276352778,8232.45817678736,-27.47090043458229,-15.878703931523644,45.08714454397936,8288.641399148306,8660.102901606971,7917.179896689641,5411535.4
2018-03-31,8239.103990223899,8246.124485388735,8089.243048679258,8239.103990223899,8239.103990223899,6221610,8291.26432693375,8178.140457621604,8210.236003114298,8232.950942882551,-22.714939768253316,-17.245951101463433,43.05025317090713,8291.26432693375,8660.427109505099,7922.1015443624,5599224.1
2018-04-01,8255.100630707791,8502.021915106945,8157.922827387363,8255.100630707791,8255.100630707791,9655259,8291.728469059497,8174.130990808114,8217.138255238659,8234.593152836318,-17.45489759765951,-17.287740400766072,43.10265016502392,8291.728469059497,8660.673944036373,7922.7829940826205,5867048.5
2018-04-02,8415.02586815339,8430.753228209307,8403.518602400913,8415.02586815339,8415.02586815339,1177375,8287.50650377887,8172.740421872354,8247.582509818765,8247.96979457313,-0.38728475436437293,-13.907649267381736,50.46399196850672,8287.50650377887,8648.284854447327,7926.728153110414,5784471.35
2018-04-03,8296.86996923749,8432.148214151744,8105.69250109657,8296.86996923749,8296.86996923749,4248280,8277.681245724176,8169.379224611618,8255.165197240283,8251.594854001225,3.5703432390582748,-10.412050762698339,46.349428494797024,8277.681245724176,8625.316840215532,7930.045651232819,5547960.2
2018-04-04,8242.498564754233,8341.902645471619,8212.742384709009,8242.498564754233,8242.498564754233,6902232,8251.848311931199,8165.950127923379,8253.216484255012,8250.920568378348,2.295915876664367,-7.870457432850808,55.93650314921437,8251.848311931199,8515.471561511153,7988.2250623512455,5476156.9
2018-04-05,8177.859546965828,8241.434828382693,7956.809749233009,8177.859546965828,8177.859546965828,3227666,8245.730186545852,8166.204336930008,8241.623107801863,8245.50502355919,-3.8819157573270786,-7.072749097250164,54.758812070692386,8245.730186545852,8510.304312406282,7981.156060685421,5478991.6
2018-04-06,7938.491153151639,7975.537787769343,7920.180097151734,7938.491153151639,7938.491153151639,6268410,8220.821668176188,8164.02223217551,8194.98741741451,8222.749181548184,-27.76176413367466,-11.210552106592887,44.72601915989907,8220.821668176188,8502.930209044402,7938.713127307974,5605887.0
2018-04-07,7985.506117146558,8106.966162458551,7897.408610444777,7985.506117146558,7985.506117146558,7400553,8197.52951135519,8164.263240665181,8162.759522108826,8205.165551806958,-42.40602969813244,-17.449647627383072,36.97649426605941,8197.52951135519,8476.403105239873,7918.655917470505,5626842.6
2018-04-08,8027.199286604675,8103.370706794799,7911.451696401886,8027.199286604675,8027.199286604675,6985507,8178.849028555267,8161.966545651021,8141.904099643007,8191.975871808201,-50.07177216519449,-23.974072537021993,41.362050528344135,8178.849028555267,8450.34408464346,7907.3539724670745,5479099.35
2018-04-09,8028.020221314923,8168.2988921833985,8010.441753872623,8028.020221314923,8028.020221314923,4625153,8159.438727738758,8158.56716860726,8124.383501826261,8179.825043209092,-55.44154138283102,-30.267566307786307,46.02101193568557,8159.438727738758,8414.48738364338,7904.390071834136,5319678.35
2018-04-10,7990.354816307004,8064.840229859091,7923.090281000313,7990.354816307004,7990.354816307004,2100620,8154.872986320045,8160.195837035264,8103.76370290798,8165.783828523715,-62.020125615735196,-36.6180781706697,47.773183607775245,8154.872986320045,8418.89493481177,7890.851037828321,5316262.8
2018-04-11,7764.168527794953,7782.535078956042,7575.086774177156,7764.168527794953,7764.168527794953,2008882,8140.773246103456,8156.275517837311,8051.518288894984,8136.022019614932,-84.50373071994818,-46.19520868208611,32.74566217104709,8140.773246103456,8454.651258149552,7826.8952340573605,5205918.15
2018-04-12,7698.849304267374,7786.278988067887,7646.17660984133,7698.849304267374,7698.849304267374,9519044,8120.534158632147,8152.27494456683,7997.261519870032,8103.626229522915,-106.364709652883,-58.22910887781434,28.108730345840556,8120.534158632147,8491.505003080529,7749.563314183766,5369532.3
2018-04-13,7646.079155924885,7730.667233580739,7583.782267021346,7646.079155924885,7646.079155924885,5283667,8085.680255668679,8149.35773803915,7943.2334620591855,8069.721618476089,-126.48815641690362,-71.88091838705603,28.913210521753967,8085.680255668679,8497.337401857922,7674.023109479436,5451860.25
2018-04-14,7523.393645815529,7585.425091852751,7510.141153911136,7523.393645815529,7523.393645815529,2619530,8049.016087110753,8142.0803634591175,7878.6427192582705,8029.239352986367,-150.5966337280961,-87.6240614565776,21.29378633552153,8049.016087110753,8522.521212445881,7575.510961775623,5206674.5
2018-04-15,7499.125327849351,7544.764233927507,7405.399734210592,7499.125327849351,7499.125327849351,4565117,8017.813973203895,8131.064917022869,7820.255426864622,7989.959494642039,-169.70406777741755,-104.04006272184137,19.87867585285936,8017.813973203895,8549.423981384189,7486.203965023602,5137809.25
2018-04-16,7559.725888130894,7599.715152869851,7539.674657118927,7559.725888130894,7559.725888130894,8797215,7993.717743873638,8118.262797935429,7780.173958549465,7958.081206372683,-177.9072478232174,-118.81349974290545,12.991945687353848,7993.717743873638,8563.123279370684,7424.312208376592,5180415.1
2018-04-17,7844.9068558750705,7927.792818828241,7842.2616274254015,7844.9068558750705,7844.9068558750705,8239967,7976.519219056197,8113.916875230756,7790.132866002235,7949.695696880056,-159.5628308778214,-126.96336597023681,32.9136369076527,7976.519219056197,8541.86946463709,7411.1689734753045,5441258.15
