,Open,High,Low,Close,Adj Close,Volume
2018-08-18,9470.693391004754,9476.052713283065,9324.424796610267,9470.693391004754,9470.693391004754,7056929
2018-08-19,9332.351822364475,9446.110465079875,9286.354156035215,9332.351822364475,9332.351822364475,6030811
2018-08-20,9372.753176623512,9555.625138564352,9294.621605761684,9372.753176623512,9372.753176623512,5841712
2018-08-21,9381.295848767972,9394.76625789466,9324.902388436607,9381.295848767972,9381.295848767972,7801256
2018-08-22,9259.038736046967,9427.36613673885,9151.086073806564,9259.038736046967,9259.038736046967,1401099
2018-08-23,9656.055963466608,9729.414207879896,9495.11235612846,9656.055963466608,9656.055963466608,5082940
2018-08-24,9778.479114582782,9787.715740246396,9632.31469698826,9778.479114582782,9778.479114582782,8910541
2018-08-25,9382.422824829111,9421.792406619561,9369.60667960727,9382.422824829111,9382.422824829111,2196845
2018-08-26,9417.410689202721,9498.766095475503,9415.020053321477,9417.410689202721,9417.410689202721,2987214
2018-08-27,9292.764390657132,9411.66205221717,9226.174904691967,9292.764390657132,9292.764390657132,8708098
2018-08-28,9451.1936334372,9549.649048564675,9374.677295647964,9451.1936334372,9451.1936334372,7325006
2018-08-29,9301.38829428836,9355.666015780693,9252.007752690835,9301.38829428836,9301.38829428836,9665394
2018-08-30,9280.044130416589,9292.063388082015,9200.408445933565,9280.044130416589,9280.044130416589,5083671
2018-08-31,9373.770215101342,9428.124704600432,9362.227688600353,9373.770215101342,9373.770215101342,5161011
2018-09-01,9536.078020154966,9603.487846956916,9478.615495666492,9536.078020154966,9536.078020154966,9806407
2018-09-02,9307.155616455055,9386.7835130255,9265.67824924685,9307.155616455055,9307.155616455055,4763901
2018-09-03,9244.890515337689,9397.38321808935,9055.017226055641,9244.890515337689,9244.890515337689,5798130
2018-09-04,9157.074167288569,9255.110770308687,9082.668748475333,9157.074167288569,9157.074167288569,5518462
2018-09-05,9037.422482521864,9103.359740161273,8847.157859308045,9037.422482521864,9037.422482521864,3903107
2018-09-06,9356.525599381463,9390.341703192718,9353.261299680944,9356.525599381463,9356.525599381463,8017359
2018-09-07,9432.310034299213,9554.283153888853,9302.567582639542,9432.310034299213,9432.310034299213,5284933
2018-09-08,9194.449066807987,9247.07720243238,9068.661707733794,9194.449066807987,9194.449066807987,7278262
2018-09-09,9363.233765259114,9405.42481615967,9351.445323949987,9363.233765259114,9363.233765259114,3436126
2018-09-10,9760.638656439565,9943.144672880364,9677.563508678792,9760.638656439565,9760.638656439565,2163842
2018-09-11,9962.189063110896,10077.928166146123,9840.26622264561,9962.189063110896,9962.189063110896,6431242
2018-09-12,9659.464045957971,9686.813745889058,9626.819350714015,9659.464045957971,9659.464045957971,5641154
2018-09-13,9565.915213624385,9594.695201947801,9509.261956549137,9565.915213624385,9565.915213624385,3896283
2018-09-14,9808.298506350679,9926.927614542015,9712.597625702481,9808.298506350679,9808.298506350679,5273487
2018-09-15,9669.477839098305,9707.09005113182,9669.40478547241,9669.477839098305,9669.477839098305,9448890
2018-09-16,9755.30788159873,9779.839906391844,9688.400339763462,9755.30788159873,9755.30788159873,6805344
2018-09-17,9906.443755334209,9925.688917627636,9693.085647400121,9906.443755334209,9906.443755334209,1123844
2018-09-18,9722.792063698334,9796.276099693838,9679.332960790718,9722.792063698334,9722.792063698334,7658187
2018-09-19,9711.217010508204,9813.05923535918,9649.202555230026,9711.217010508204,9711.217010508204,3431275
2018-09-20,9081.683999938536,9232.02284286172,8931.535643149451,9081.683999938536,9081.683999938536,7894604
2018-09-21,8895.620702897728,8938.63649836602,8840.193215781768,8895.620702897728,8895.620702897728,4937080
2018-09-22,8850.685693369216,8904.866663125378,8829.456638172895,8850.685693369216,8850.685693369216,7276959
2018-09-23,8629.810958228356,8672.201251165738,8587.84332513126,8629.810958228356,8629.810958228356,9382863
2018-09-24,8911.558977408456,8943.46497674106,8822.582331949809,8911.558977408456,8911.558977408456,3921580
2018-09-25,8656.66319269389,8668.730338855348,8516.143328242008,8656.66319269389,8656.66319269389,8744996
2018-09-26,8580.476854471137,8643.942621958238,8409.607776632089,8580.476854471137,8580.476854471137,7647671
2018-09-27,8602.913184418006,8767.173431007659,8569.111176215694,8602.913184418006,8602.913184418006,8200622
2018-09-28,8850.896164035134,8967.577733935903,8710.131195591572,8850.896164035134,8850.896164035134,5650699
2018-09-29,8596.722827915986,8602.970971142455,8547.794734796033,8596.722827915986,8596.722827915986,8392788
